007bbf1d2472b7593b9d1d8ff6033693	0:1 5:1
000011f6b4dcae5a64d40dadeb51c880	1:1 2:1
007daf35156f3e800d9239eb42a3f2af	0:1 2:1
00370d83b51febe3e8ae395afa95c684	1:1 6:1
01463ded1475e488dfb4e6bc978780cb	0:1 2:1
012811da3cb23b1a65db18030fadd40a	0:1 2:1
011885db35938ee59df1191bc29d3ad1	1:1 4:1
01df5fa1e2ab1358eda4bc958ed4ebc7	0:1 2:1
00C23E9361CD13CAe104DDC80F6953BB	1:1 3:1
012744a1496117854440cff9b05c78ad	1:1 3:1
0106853cc7347fd91094444f19700289	1:1 5:1
01d3a4daf7f587c52abf2bbf0f3f5c29	0:1 6:1
000f0bd305bf44a3f75d90e169a6544e	0:1 3:1
0077e61ad78028f7631fcb797c1f6ce7	1:1 4:1
00dc930297ea17a36b0bf668f802042c	1:1 3:1
018580a1cfe3abeeb4808b28356f7921	0:1 5:1
0120a61266b5afeec15c2a9d7a6dbe26	1:1 5:1
015af30f03dc78d810d6ec12d6cb13b1	0:1 5:1
0104a5f96ecc92cc289a0314a2ee4fbe	1:1 5:1
012467cce738564efe9687f7e31ed04a	1:1 4:1
01bbc425f8be0992a6b33b011cd6ecb4	0:1 4:1
00b6a33ff6d30f9cab7fb700549fb295	1:1 2:1
0148fa889002f00fcc73810053064f87	0:1 2:1
00df66b0c61c97f74728ad26f82bcbe1	0:1 3:1
00e19f399222daf52afc206c08e27016	1:1 4:1
01e89e715f7c72b85b74351e0704290d	1:1 3:1
00aa32e461becfcd88e1fb38b035d0f3	1:1 5:1
0180a234f697083a0654ba9f3847aa93	1:1 3:1
003bf2528b9a6bf7e861c39189c03272	0:1 5:1
018484e29736f5dd9ee5f70ad14b964f	1:1 5:1
00ea2947380ac2bb8e415eb27fed55ca	1:1 3:1
00bd3e97adbbf2e4cd0490998b76de57	0:1 5:1
0016112fe8d8ca7ac5fe02dac5a77012	1:1 6:1
01444b634d93669aaf542ee039049c80	0:1 3:1
011d8f758c47dc472a3dfbf030030526	1:1 4:1
000268ee2fb3ec82ce40f124fc3955e4	0:1 3:1
0117c35d581efe2a94ea374cfe957a9b	1:1 6:1
00e8c25f512865afee305d406425ac41	0:1 3:1
01b15376ecab7cb9641dcf185bb295dc	1:1 5:1
0019581c4d6a7e14f8521b82bb0825ed	0:1 2:1
006a204a927a36e42b63ce0c2175c643	0:1 5:1
0061ca7ca0202db56e632e09118644ab	1:1 5:1
01dbc10be9bec4270eed5fcbaea8250a	0:1 2:1
001a92a5322bd2d816ef2ff13d3a5f5f	1:1 3:1
0125f6c0f2905a493874045c8ff66658	0:1 5:1
008d642e20f1d5b72f73dd93c49a8acf	1:1 2:1
019ba6ecd5e782a8c427153f2a97eb11	1:1 2:1
0003418b661d16b89304c31410821a8f	1:1 2:1
00537526598c892494e099cbc85bce71	1:1 5:1
0046d3c1b453fb6835834992d2b9690d	0:1 5:1
0053d70668186471989504e8944d6930	1:1 3:1
00a3319af85e867d848c472562514dad	1:1 6:1
00d1db17e24947ac55c07631df9a83e3	1:1 2:1
00550918db7357fa8fe7b9a4c7245ac1	1:1 5:1
01af811fbb63205b66c458b8422c45d4	1:1 2:1
00e6f81c6ef3f21a9bd4107542a0efba	1:1 6:1
01d852d03835bf3d8aa675aa776ae74b	0:1 5:1
007248804f74a584b5b5fc8529313978	0:1 5:1
00da7190a9f9a48ab80fa23a342de777	1:1 6:1
01eec390919d60b820776ea3c9221777	0:1 4:1
00635ba4f265075a5b5448c3d543977f	0:1 4:1
01c8178f33a43eee4d7678abf4e066e9	0:1 3:1
01e03bd403c701e7807f39fbe05f7811	0:1 5:1
01b80255dce60074533433b55e97439b	0:1 6:1
0143d35b5523ae1a8ec40536edd6ccd5	1:1 6:1
000774d142d07d8a1da60ec932829218	1:1 2:1
01c4435ec150874b8a643a1d23109d0c	1:1 4:1
01c83de551964663cdd86d95710feb45	1:1 6:1
0052fcf1d5a0bb98e364c6b7219ddb36	1:1 6:1
00fbeda73293fdb87564fba89d68a2f5	0:1 6:1
01b2bed2dfdbd66d8197e93579d378c6	0:1 4:1
01d72fe6f8f1aead597ed6b12a63ccfe	0:1 5:1
01c041b4f94f64f7436d2a3d10857ca9	1:1 2:1
018c6b55311860c05dbd329845fe04e5	1:1 6:1
00bfa26c1647ab79a494da70a5b969b9	0:1 5:1
00d2db4d1784d3a072505f71ea780f13	1:1 5:1
0169e3053674535909b4ca91bc21eef9	1:1 6:1
013f01c79b5b2cef341aa95326537a44	0:1 3:1
001d0715c417f46e008b73df93ea1d94	1:1 2:1
015459741a6084b937e47a1dcf21b683	0:1 4:1
009ff470e1ae57b13671fb9a29e3f7c3	1:1 6:1
00f69a5d0fcd08fbe3e41a38ad22735f	0:1 6:1
002a86de8ae1bcd7ff5197b1f374d7db	0:1 6:1
01dad58985037d3928703d0a51616eff	1:1 3:1
000bcfa264b68284cace99dd5f96db98	1:1 6:1
00c1aefa8e513007053c121edc71a181	1:1 5:1
004e19d566643089ee89466dfecb5bec	0:1 5:1
01110f6c9313c3d17a914880c3c96f6c	1:1 2:1
00276af76223ac60d22b313f65fa1770	1:1 4:1
018781c78d5fcb197f645afef4651078	0:1 6:1
01ac9857566aa4ffb6a90385993efdcf	1:1 5:1
01811e8ed8015d1f68d2ed09af1b4df1	0:1 4:1
009d110e074610f7ab499c8f0e3579c6	0:1 5:1
0089c9f21e37b7ab01372f04fb9bcea5	0:1 2:1
01cde65a9ca7fa4a01a5589acdb3d1af	0:1 3:1
0039e4a357d3fdac8460b351b7de7b96	1:1 2:1
002f007dfac1bb69a346197e16d0dbc1	1:1 6:1
00c761411d7fa4a7cb3d22fd026de544	0:1 6:1
0110c8fd789c24090594a2ddd2f2dd5b	1:1 5:1
016ef2ae701ec4abe864d846861807c3	1:1 4:1
01d16b687bd4929fd7e8c3d8afcf4f23	0:1 2:1
00799f8f5c2710061811e1beab35ba2e	0:1 6:1
0004a47e7133bafbf339a5ef7a7908cf	0:1 2:1
0055c1e21e7f74c98474991cf5236104	1:1 2:1
0053b6d92bddfa65509b6d555e4de3ce	1:1 6:1
01e29ea7e3bd0e7a3f3e5fe3300c3dc9	1:1 3:1
00c8edf5237bced878c72be8e73737f0	1:1 4:1
012aeeda3cbdde3911e16d03fac631ac	1:1 4:1
001d0bb349f8bb4291cd812aa5d06a1e	0:1 4:1
00620a6de9b937fa9be467a8555cc377	0:1 2:1
016c881018c2f15c531c7ba871222638	1:1 4:1
005f463abedf1b66d86afdc5589d52b0	1:1 6:1
00e14d3222f06e294294954771c4161f	0:1 4:1
01db2078e495835072e1644a580b545a	0:1 6:1
01914938ef626fa5fbfc7c1e5c8ff391	1:1 2:1
0130dcdc98f9dea9dc9716d41e76bfe7	1:1 3:1
00a4b615befb53e43bb04019df207559	1:1 2:1
01dc2bc9e353b304cc65c1a2888c246d	0:1 4:1
00d55962f8be96119d28f9d3185e5b6c	0:1 6:1
0082166592c7b8640d515be16b1b47df	0:1 3:1
0161ff95c00b78f944049030b36ea658	1:1 3:1
01529afdd29da220220dca454a1a26bb	1:1 6:1
01c4de9f8233fba65dcc829692fa2102	0:1 2:1
