0	0.63571186
0	0.93162935
1	0.80207647
0	0.56819869
1	0.81407633
1	0.84422855
0	0.78718251
1	0.80051417
1	0.92164855
0	0.69770905
1	0.83905303
0	0.79439379
1	0.45781704
1	0.82408942
1	0.95929541
1	0.85843804
1	0.90211241
1	0.79937761
0	0.85785744
1	0.71746814
1	0.93633279
1	0.85242669
1	0.89963026
0	0.69883488
1	0.958134
1	0.71177453
1	0.89792857
1	0.89983792
1	0.49411178
1	0.8559316
1	0.76207624
1	0.63922218
1	0.68219045
0	0.67110413
1	0.7911659
1	0.98594364
1	0.7724944
1	0.75356711
0	0.68490163
0	0.7724944
1	0.98714065
0	0.86074253
1	0.75161053
1	0.7704521
1	0.91867442
1	0.90311168
1	0.92629983
0	0.86848737
1	0.67982855
1	0.87024691
0	0.87497815
1	0.76212942
1	0.85039739
1	0.34483974
1	0.80940172
1	0.85052117
1	0.99762104
1	0.81903529
1	0.83549491
1	0.75382494
0	0.01349472
1	0.81787046
1	0.93522402
0	0.58202079
1	0.7705125
1	0.73298249
1	0.59173411
1	0.86156165
1	0.86936985
1	0.76965378
1	0.91794571
0	0.30911811
1	0.86890311
1	0.98594364
1	0.87042768
0	0.78492775
1	0.86055297
1	0.57873139
1	0.90270376
0	0.46333487
1	0.64317591
1	0.81208168
1	0.99728966
1	0.73019251
1	0.99398305
0	0.78947588
1	0.98589304
1	0.99368855
1	0.13597143
1	0.89334702
1	0.9944148
1	0.67562004
1	0.96985084
0	0.3124545
1	0.8154373
0	0.98234315
1	0.93043992
0	0.26638882
1	0.74895901
1	0.85664923
0	0.77947512
1	0.78997304
1	0.96951877
1	0.81694384
0	0.67620189
1	0.93345618
1	0.67029929
1	0.81198712
1	0.98651348
0	0.76207624
0	0.26455116
1	0.7724944
1	0.8548034
0	0.3731523
1	0.77627051
0	0.15320587
1	0.76020617
1	0.62861877
1	0.79389183
1	0.56355228
0	0.01367891
1	0.76455925
1	0.61270041
1	0.57360048
1	0.8624649
1	0.9944148
1	0.95161025
1	0.76207624
1	0.89838241
0	0.89509469
0	0.88212525
1	0.784313
1	0.9940829
1	0.56962249
1	0.9941403
1	0.9878097
0	0.29628372
1	0.76207624
1	0.84493646
1	0.79379375
0	0.75545769
1	0.82302251
1	0.90326914
1	0.6780749
0	0.7445668
1	0.86218687
0	0.79786466
1	0.62279517
0	0.81143006
1	0.70353827
